Symbol: AAPL Id,Strategy,Side,Amount,Price,Date/Time,Trade P/L,P/L,Position,
276,DTSreversal(BUY),Buy to Open,65.0,$38.35,9/22/17,,$9309.65,65.0,
277,DTSreversal(BUY),Buy to Open,65.0,$37.97,9/25/17,,$9266.10,130.0,
278,DTSreversal(BUY),Buy to Open,66.0,$37.64,9/26/17,,$9393.01,196.0,
279,DTSreversal(SELL),Sell to Close,-196.0,$39.97,10/17/17,$389.25,$9723.27,0.0,
280,DTSreversal(BUY),Buy to Open,59.0,$41.99,1/30/18,,$9708.67,59.0,
281,DTSreversal(BUY),Buy to Open,59.0,$41.74,1/31/18,,$9722.24,118.0,
282,DTSreversal(BUY),Buy to Open,59.0,$41.86,2/1/18,,$9737.72,177.0,
283,DTSreversal(SELL),Sell to Close,-177.0,$43.25,2/16/18,$245.00,$9968.27,0.0,
284,DTSreversal(BUY),Buy to Open,59.0,$42.21,3/23/18,,$9910.59,59.0,
285,DTSreversal(BUY),Buy to Open,60.0,$41.24,3/26/18,,$10143.54,119.0,
286,DTSreversal(SELL),Sell to Close,-119.0,$43.96,4/17/18,$266.01,$10234.27,0.0,
287,DTSreversal(BUY),Buy to Open,54.0,$45.54,6/26/18,,$10264.78,54.0,
288,DTSreversal(SELL),Sell to Close,-54.0,$47.65,7/10/18,$113.54,$10347.81,0.0,
289,DTSreversal(BUY),Buy to Open,49.0,$50.40,11/6/18,,$10374.51,49.0,
290,DTSreversal(BUY),Buy to Open,49.0,$50.94,11/7/18,,$10525.92,98.0,
291,DTSreversal(BUY),Buy to Open,51.0,$48.54,11/13/18,,$10067.05,149.0,
292,DTSreversal(SELL),Sell to Close,-149.0,$44.25,11/21/18,($848.82),$9498.99,0.0,
293,DTSreversal(BUY),Buy to Open,51.0,$48.34,8/6/19,,$9545.65,51.0,
294,DTSreversal(SELL),Sell to Close,-51.0,$52.24,8/14/19,$199.28,$9698.27,0.0,
295,DTSreversal(BUY),Buy to Open,33.0,$74.55,2/25/20,,$9614.94,33.0,
296,DTSreversal(BUY),Buy to Open,34.0,$72.02,2/26/20,,$9691.49,67.0,
297,DTSreversal(BUY),Buy to Open,34.0,$73.16,2/27/20,,$9208.46,101.0,
298,DTSreversal(SELL),Sell to Close,-101.0,$56.09,3/24/20,($1730.85),$7967.42,0.0,
299,DTSreversal(BUY),Buy to Open,23.0,$106.84,9/21/20,,$8041.94,23.0,
300,DTSreversal(SELL),Sell to Close,-23.0,$124.40,10/13/20,$403.88,$8371.30,0.0,
301,DTSreversal(BUY),Buy to Open,19.0,$126.00,2/23/21,,$8368.64,19.0,
302,DTSreversal(BUY),Buy to Open,19.0,$125.86,2/24/21,,$8349.26,38.0,
303,DTSreversal(BUY),Buy to Open,19.0,$125.35,2/25/21,,$8100.74,57.0,
304,DTSreversal(SELL),Sell to Close,-57.0,$125.90,4/6/21,$9.31,$8380.61,0.0,
305,DTSreversal(BUY),Buy to Open,17.0,$142.94,9/21/21,,$8388.94,17.0,
306,DTSreversal(BUY),Buy to Open,17.0,$143.43,9/22/21,,$8471.22,34.0,
307,DTSreversal(BUY),Buy to Open,17.0,$141.91,9/29/21,,$8384.18,51.0,
308,DTSreversal(SELL),Sell to Close,-51.0,$146.55,10/19/21,$193.29,$8573.90,0.0,
309,DTSreversal(BUY),Buy to Open,15.0,$166.23,1/20/22,,$8548.10,15.0,
310,DTSreversal(BUY),Buy to Open,15.0,$164.51,1/21/22,,$8485.10,30.0,
311,DTSreversal(BUY),Buy to Open,15.0,$162.41,1/24/22,,$8449.55,45.0,
312,DTSreversal(SELL),Sell to Close,-45.0,$174.78,2/1/22,$467.85,$9041.75,0.0,
313,DTSreversal(BUY),Buy to Open,15.0,$160.07,2/24/22,,$9081.80,15.0,
314,DTSreversal(BUY),Buy to Open,15.0,$159.30,3/8/22,,$8974.40,30.0,
315,DTSreversal(BUY),Buy to Open,15.0,$157.44,3/9/22,,$9222.35,45.0,
316,DTSreversal(SELL),Sell to Close,-45.0,$168.82,3/23/22,$444.75,$9486.50,0.0,
317,DTSreversal(BUY),Buy to Open,15.0,$161.79,4/25/22,,$9502.85,15.0,
318,DTSreversal(SELL),Sell to Close,-15.0,$142.56,5/13/22,($288.45),$9198.05,0.0,
319,DTSreversal(BUY),Buy to Open,13.0,$181.99,8/7/23,,$9157.23,13.0,
320,DTSreversal(BUY),Buy to Open,13.0,$178.85,8/8/23,,$9181.93,26.0,
321,DTSreversal(BUY),Buy to Open,13.0,$179.80,8/9/23,,$9119.14,39.0,
322,DTSreversal(SELL),Sell to Close,-39.0,$187.65,8/31/23,$290.03,$9488.08,0.0,
323,DTSreversal(BUY),Buy to Open,14.0,$174.21,9/14/23,,$9509.50,14.0,
324,DTSreversal(BUY),Buy to Open,14.0,$175.01,9/18/23,,$9582.16,28.0,
325,DTSreversal(BUY),Buy to Open,14.0,$173.93,9/22/23,,$9505.16,42.0,
326,DTSreversal(SELL),Sell to Close,-42.0,$178.99,10/10/23,$193.48,$9681.56,0.0,
327,DTSreversal(BUY),Buy to Open,14.0,$171.10,10/26/23,,$9622.62,14.0,
328,DTSreversal(SELL),Sell to Close,-14.0,$177.57,11/3/23,$90.58,$9772.14,0.0,
329,DTSreversal(BUY),Buy to Open,13.0,$185.64,1/3/24,,$9754.07,13.0,
330,DTSreversal(BUY),Buy to Open,13.0,$184.25,1/4/24,,$9693.23,26.0,
331,DTSreversal(BUY),Buy to Open,13.0,$181.91,1/5/24,,$9664.76,39.0,
332,DTSreversal(SELL),Sell to Close,-39.0,$191.56,1/22/24,$297.44,$10069.58,0.0,
333,DTSreversal(BUY),Buy to Open,13.0,$184.40,2/1/24,,$10101.56,13.0,
334,DTSreversal(SELL),Sell to Close,-13.0,$168.45,4/9/24,($207.35),$9862.23,0.0,
335,DTSreversal(BUY),Buy to Open,11.0,$209.27,8/6/24,,$9839.79,11.0,
336,DTSreversal(BUY),Buy to Open,12.0,$207.23,8/7/24,,$9899.36,23.0,
337,DTSreversal(SELL),Sell to Close,-23.0,$221.27,8/14/24,$300.48,$10162.71,0.0,
338,DTSreversal(BUY),Buy to Open,11.0,$216.32,9/17/24,,$10167.88,11.0,
339,DTSreversal(SELL),Sell to Close,-11.0,$228.87,9/20/24,$138.05,$10300.76,0.0,
340,DTSreversal(BUY),Buy to Open,11.0,$222.91,11/4/24,,$10290.86,11.0,
341,DTSreversal(BUY),Buy to Open,11.0,$222.01,11/5/24,,$10322.54,22.0,
342,DTSreversal(SELL),Sell to Close,-22.0,$232.87,11/26/24,$229.02,$10529.78,0.0,
343,DTSreversal(BUY),Buy to Open,10.0,$236.85,1/13/25,,$10505.28,10.0,
344,DTSreversal(BUY),Buy to Open,10.0,$234.40,1/14/25,,$10482.88,20.0,
345,DTSreversal(BUY),Buy to Open,10.0,$233.28,1/15/25,,$10620.58,30.0,
346,DTSreversal(SELL),Sell to Close,-30.0,$241.53,2/14/25,$200.60,$10730.38,0.0,
